idx,label,location.lat,location.long
9169,0,70.7788669,66.8940121
9170,0,70.7803498,66.8988916
9171,0,70.7776815,66.8964167
9172,0,70.7772897,66.8956854
9173,0,70.791707,66.8930048
9174,0,70.7778345,66.8928309
9175,0,70.7906948,66.8867438
9176,0,70.7765736,66.8885101
9177,0,70.7800305,66.8981954
9178,0,70.7800522,66.8981943
9179,0,70.7799272,66.8986502
9180,0,70.7800156,66.8981371
9181,0,70.7800139,66.8981871
9182,0,70.7800016,66.8981659
9183,0,70.7800304,66.8981065
9184,0,70.7800342,66.8981767
9185,0,70.7802614,66.896711
9186,0,70.7800545,66.8981975
9187,0,70.7800361,66.8982024
9188,0,70.7800234,66.8981873
9189,0,70.7799276,66.8981292
9190,0,70.7797081,66.8980424
9191,0,70.7798308,66.8982725
9192,0,70.7800281,66.8982617
9193,0,70.7800389,66.8981973
9194,0,70.7800477,66.8982106
9195,0,70.7798366,66.8986086
9196,0,70.7799003,66.8992102
9197,0,70.7800351,66.8982476
9198,0,70.7797423,66.898122
9199,0,70.7800241,66.8982569
9200,0,70.7800273,66.898194
9201,0,70.7800198,66.8981831
9202,0,70.7800195,66.8982038
9203,0,70.7877901,66.922086
9204,0,70.7808121,66.952159
9205,0,70.7943225,67.0187896
9206,0,70.7982664,67.0254331
9207,0,70.8010605,67.02074
9208,0,70.7997974,67.0211612
9209,0,70.7945101,67.0032966
9210,0,70.7979831,67.0099844
9211,0,70.7979953,67.0103696
9212,0,70.8010156,67.0077593
9213,0,70.7961452,67.00783
9214,0,70.8018987,67.0071746
9215,0,70.7950207,67.0043537
9216,0,70.7883337,66.9891282
9217,0,70.7909982,66.9996699
9218,0,70.7935817,66.9941674
9219,0,70.7969571,67.0074638
9220,0,70.7952056,67.0037481
9221,0,70.7991686,66.9982109
9222,0,70.7987785,67.0183475
9223,0,70.7977686,67.0172002
9224,0,70.7963811,67.02942
9225,0,70.8085239,67.0130838
9226,0,70.8014036,67.0080237
9227,0,70.8001985,67.0085393
9228,0,70.7988695,67.0082184
9229,0,70.7981375,67.0009956
9230,0,70.7999991,67.0080868
9231,0,70.803152,67.0196433
9232,0,70.7906245,66.9844426
9233,0,70.7834943,66.9436851
9234,0,70.7840719,66.9449849
9235,0,70.785085,66.9311613
9236,0,70.7939727,66.9853505
9237,0,70.7901196,66.9203801
9238,0,70.782526,66.949744
9239,0,70.7830151,66.9356809
9240,0,70.7853698,66.9360584
9241,0,70.7822931,66.9386841
9242,0,70.7815758,66.9374666
9243,0,70.7842954,66.9456774
9244,0,70.7827318,66.9064443
9245,0,70.7844489,66.904783
9246,0,70.7807653,66.8972837
9247,0,70.7886192,66.8909008
9248,0,70.7799605,66.8959961
9249,0,70.7815207,66.8980132
7030,1,56.834563,8.4722844
7031,1,56.8344764,8.4730654
7032,1,56.8721655,8.407796
7033,1,56.8851772,8.3383249
7034,1,56.8271921,8.4389938
7035,1,56.8508434,8.2934907
7036,1,56.8382105,8.2888993
7037,1,56.8796269,8.4057918
7038,1,56.8721743,8.4076727
7039,1,56.8692969,8.4075562
7040,1,56.8693503,8.4077874
7041,1,56.8778446,8.4058924
7042,1,56.8779718,8.4070015
7043,1,56.8780027,8.407007
7044,1,56.8764224,8.4069393
7045,1,56.8704322,8.4086008
7046,1,56.8704469,8.4085645
7047,1,56.8678869,8.4112093
7048,1,56.8720446,8.4077168
7049,1,56.8858455,8.3395359
7050,1,56.8711653,8.4081563
7051,1,56.8478614,8.3888229
7052,1,56.8569801,8.4131
7053,1,56.867594,8.4141892
7054,1,56.8704195,8.4086114
7055,1,56.8785136,8.4086984
7056,1,56.870387,8.4084475
7057,1,56.8783987,8.4076908
7058,1,56.8719267,8.4078254
7059,1,57.2483652,10.7242643
7060,1,56.5311215,22.8930112
7061,1,56.1330299,23.3892803
7062,1,56.1141315,23.3596948
7063,1,56.0708405,23.5015353
7064,1,56.18483,23.4681583
7065,1,56.2152765,23.2530891
7066,1,56.2152479,23.252391
7067,1,56.7041075,23.6450551
7068,1,52.6901649,31.229488
7069,1,51.7700041,33.0808564
7070,1,52.2362798,33.521352
7071,1,52.1998704,33.3687177
7072,1,52.1893788,33.3488368
7073,1,51.5503558,32.997884
7074,1,51.5549316,33.020304
7075,1,51.4201352,32.9048388
7076,1,52.1756527,33.3261152
7077,1,51.9624825,33.3649858
7078,1,51.9349652,40.3811278
7079,1,52.0486077,40.4203782
7080,1,52.0879884,40.4596525
7081,1,52.0385942,40.4662273
7082,1,51.9765801,40.4411836
7083,1,51.9366909,40.3861018
7084,1,52.0936373,39.5322879
7085,1,52.1876357,39.5697916
7086,1,52.2803289,40.6820943
7087,1,51.9755645,40.4409958
7088,1,51.9757539,40.4395824
7089,1,51.9787744,40.4434715
7090,1,51.9799716,40.4509805
7091,1,51.982546,40.4438637
7092,1,51.9793535,40.4478764
7093,1,51.9789233,40.436363
7094,1,51.9783632,40.4349754
7095,1,51.9763042,40.4327632
7096,1,52.0217733,40.5313991
7097,1,52.0224572,40.5352406
7098,1,52.0196447,40.5339043
7099,1,51.9781831,40.4411664
7100,1,52.1764628,40.4007624
7101,1,56.9608307,40.8450782
7102,1,58.9277327,41.2288469
7103,1,62.1283041,43.5658189
7104,1,62.1349566,43.5869339
7105,1,62.1404659,43.6138743
7106,1,62.1273497,43.614766
7107,1,62.1441345,43.6093494
7108,1,62.9504967,44.7723131
7109,1,65.0034489,50.2436919
7110,1,64.0267059,49.0903299
7111,1,64.0245935,49.0876075
7112,1,64.026275,49.0915258
7113,1,64.0243585,49.0895715
7114,1,64.0155382,49.1025915
7115,1,64.0250921,49.087211
7116,1,64.0169622,49.0801276
7117,1,64.0342159,49.0631537
7118,1,64.0416864,48.9832163
7119,1,64.0382216,48.9906894
7120,1,64.0381926,48.9777293
7121,1,64.0413258,48.9813132
7122,1,64.0401795,48.9868238
7123,1,64.0383092,48.9809
7124,1,67.5727156,54.7553241
7125,1,68.136616,59.3924301
7126,1,68.1384666,59.3909705
7127,1,68.543688,62.0245948
7128,1,68.535394,62.0386141
7129,1,68.6012419,63.8618389
7130,1,68.6438551,64.1983983
7131,1,68.7074356,64.4361615
7132,1,69.6295325,67.9411087
7133,1,69.96899,67.6964461
7134,1,70.598684,67.6234948
7135,1,70.599544,67.6208844
7136,1,70.599457,67.6216261
7137,1,70.5992359,67.6209729
7138,1,70.5993545,67.6168555
7139,1,70.6094708,67.6358356
7140,1,70.5993746,67.6218453
7141,1,70.5992341,67.6229173
7142,1,70.5996932,67.6277295
7143,1,70.5990473,67.623845
7144,1,70.5973208,67.6217151
7145,1,70.5974457,67.612493
7146,1,70.5977058,67.6195343
7147,1,70.5981888,67.6233686
7148,1,70.5977237,67.6186899
7149,1,70.5995609,67.62173
7150,1,70.5985013,67.6209964
7151,1,70.5957655,67.6181977
7152,1,70.59765,67.6197239
7153,1,70.6544943,67.654131
7154,1,70.5988316,67.6185575
7155,1,70.6372525,67.6687503
7156,1,72.297664,75.9165131
7157,1,74.5309195,94.2313405
7158,1,74.9838066,110.7172771
7159,1,75.2056705,112.5057674
7160,1,75.1967328,112.595449
7161,1,75.1600492,112.5208662
7162,1,75.1681088,112.55467
7163,1,75.1542561,112.4999988
7164,1,75.2236957,112.503064
7165,1,75.2209581,112.5003465
7166,1,75.1992923,112.4383164
7167,1,75.1952297,112.4380899
7168,1,75.1992079,112.4476368
7169,1,75.1989255,112.4460854
7170,1,75.1952555,112.4515472
7171,1,75.1974167,112.4494609
7172,1,75.1986638,112.448338
7173,1,75.1986072,112.4482017
7174,1,75.198366,112.4493834
7175,1,75.1998197,112.4513925
7176,1,75.198337,112.4505654
7177,1,75.1973945,112.4497152
7178,1,75.1988755,112.4475494
7179,1,75.1938301,112.4527307
7180,1,75.1957921,112.4371561
7181,1,75.1992264,112.4520775
7182,1,75.1977026,112.4390549
7183,1,75.1945405,112.453067
7184,1,75.1966443,112.435777
7185,1,75.1934294,112.4363663
7186,1,75.1968863,112.4343455
7187,1,75.1926379,112.4482659
7188,1,75.1934669,112.4393573
7189,1,75.1981793,112.4409813
7190,1,75.1946246,112.4568856
7191,1,75.1998903,112.4528503
7192,1,75.1980259,112.4348786
7193,1,75.1998763,112.4426928
7194,1,75.2014605,112.4369737
7195,1,75.2047441,112.4679134
7196,1,75.2225394,112.4861457
7197,1,75.2165251,112.4793213
7198,1,75.2056196,112.4789234
7199,1,75.225007,112.4278495
7200,1,75.2057105,112.4796493
7201,1,75.215516,112.4721634
7202,1,75.2173335,112.4270412
7203,1,75.2271489,112.4506044
7204,1,75.222891,112.4435902
7205,1,75.2247841,112.4360472
7206,1,75.2110906,112.4698053
7207,1,75.2095314,112.4904171
7208,1,75.2059557,112.4838971
7209,1,75.2093522,112.4820231
7210,1,75.2099268,112.5016486
7211,1,75.2686248,112.5207918
7212,1,75.338331,112.6745186
7213,1,75.3311204,112.7218593
7214,1,75.3272704,112.6309572
1295,2,51.758133,4.512317
1296,2,51.76355,4.523083
1297,2,51.77565,4.517833
1298,2,51.766017,4.512267
1299,2,51.75845,4.523983
1300,2,51.780167,4.519867
1301,2,51.753067,4.523817
1302,2,51.753217,4.523667
1303,2,51.764933,4.510167
1304,2,51.75995,4.509217
1305,2,51.76175,4.508917
1306,2,51.773067,4.497983
1307,2,51.759333,4.508283
1308,2,51.77555,4.517533
1309,2,51.775667,4.517833
1310,2,51.75705,4.53815
1311,2,51.753733,4.516683
1312,2,53.230467,6.719867
1313,2,52.68575,11.688483
1314,2,53.424717,22.358633
1315,2,53.3808,22.514017
1316,2,55.33655,23.29825
1317,2,55.367717,22.85185
1318,2,55.370267,22.854417
1319,2,55.37076228801233,22.85435508899846
1320,2,55.372414012740805,22.8541486234074
1321,2,55.375067,22.853817
1322,2,55.35085,23.10015
1323,2,55.354233,23.102617
1324,2,55.353067,23.11105
1325,2,55.349767,23.087433
1326,2,55.348583,23.117033
1327,2,55.35225,23.10305
1328,2,55.3486,23.124583
1329,2,55.35355,23.124617
1330,2,55.346767,23.10855
1331,2,55.3419,23.131983
1332,2,55.3419,23.131917
1333,2,55.3539,23.132417
1334,2,55.363783,23.1214
1335,2,55.355233,23.1093
1336,2,55.348783,23.095117
1337,2,55.362233,23.108217
1338,2,55.338383,23.070717
1339,2,55.362983,23.044067
1340,2,55.346583,23.098967
1341,2,55.363783,23.111033
1342,2,55.358967,23.101367
1343,2,55.358333,23.098433
1344,2,55.38115,23.18215
1345,2,55.347067,23.112633
1346,2,55.346833,23.11315
1347,2,55.348233,23.115617
1348,2,55.346783,23.09575
1349,2,55.347933,23.094583
1350,2,55.379267,23.171433
1351,2,55.347917,23.111467
1352,2,55.3499,23.08755
1353,2,55.347783,23.086833
1354,2,55.3587,23.09495
1355,2,55.376167,23.170633
1356,2,55.3767,23.1675
1357,2,55.375283,23.16175
1358,2,55.356783,23.116417
1359,2,55.35625,23.115417
1360,2,55.382,23.2066
1361,2,55.36065,23.114933
1362,2,55.38665,23.212783
1363,2,55.694417,23.577067
1364,2,58.23265,26.20395
1365,2,58.235183,26.207
1366,2,58.19425,26.3017
1367,2,64.757483,41.283283
1368,2,65.235983,42.025283
1369,2,66.61705,44.921733
1370,2,66.601067,44.939617
1371,2,66.615983,44.949717
1372,2,66.594233,45.035567
1373,2,66.621417,45.30855
1374,2,66.626683,45.335933
1375,2,66.62505,45.327683
1376,2,66.62145,45.345033
1377,2,66.6249,45.345817
1378,2,66.620883,45.341717
1379,2,66.61883007557213,45.34439301754507
1380,2,66.614567,45.34995
1381,2,66.612917,45.346283
1382,2,66.615267,45.3432
1383,2,66.6157,45.345933
1384,2,66.616067,45.33925
1385,2,67.636783,47.308217
1386,2,69.1296,48.795
1387,2,69.131033,48.800167
1388,2,69.129767,48.783733
1389,2,69.12975,48.787417
1390,2,69.129183,48.7852
1391,2,69.12965,48.787883
1392,2,69.12885,48.796317
1393,2,69.130833,48.78455
1394,2,69.13085,48.784483
1395,2,69.129083,48.792
1396,2,69.127667,48.796933
1397,2,69.125867,48.785933
1398,2,69.126033,48.78355
1399,2,69.126583,48.78535
1400,2,69.12525,48.780817
1401,2,69.1273,48.785117
1402,2,69.127817,48.781183
1403,2,69.126317,48.785483
1404,2,69.12955,48.79505
1405,2,69.125533,48.786383
1406,2,69.125983,48.7874
1407,2,69.126,48.787283
1408,2,69.125967,48.787267
1409,2,69.1261,48.787183
1410,2,69.125967,48.787133
1411,2,69.126433,48.787317
1412,2,69.125583,48.786383
1413,2,69.126383,48.788417
1414,2,69.125833,48.788
1415,2,69.125717,48.787883
1416,2,69.12545,48.787583
1417,2,69.126283,48.787633
1418,2,69.126317,48.786083
1419,2,69.125983,48.787333
1420,2,69.126017,48.78735
1421,2,69.12595,48.787233
1422,2,69.125633,48.787783
1423,2,69.126433,48.785933
1424,2,69.125667,48.785533
1425,2,69.108983,48.723917
1426,2,69.122583,48.716233
1427,2,69.119717,48.729333
1428,2,69.118417,48.716917
1429,2,69.118,48.6999
1430,2,69.119217,48.726133
1431,2,69.115617,48.724367
1432,2,69.129983,48.79095
1433,2,69.127167,48.783933
1434,2,69.153817,54.91055
1435,2,69.201267,60.552317
1436,2,71.894667,71.68055
1437,2,72.561817,78.130317
1438,2,72.562467,78.131783
1439,2,72.563933,78.130817
1440,2,72.561567,78.1296
1441,2,72.562567,78.128933
1442,2,72.5619,78.12965
1443,2,72.55139655654831,78.16424044182658
1444,2,72.538367,78.20715
1445,2,72.538033,78.212167
1446,2,72.535867,78.20965
1447,2,72.538733,78.210233
1448,2,72.538567,78.208767
1449,2,72.531433,78.203767
1450,2,72.530117,78.215383
1451,2,72.53405,78.192217
1452,2,72.53415,78.195417
1453,2,72.532117,78.190833
1454,2,72.535083,78.193017
1455,2,72.53435,78.19505
1456,2,72.534067,78.1958
1457,2,72.534683,78.19395
1458,2,72.534417,78.193733
1459,2,72.532533,78.179917
1460,2,72.532617,78.178717
1461,2,72.532133,78.191117
1462,2,72.530917,78.219717
1463,2,72.5322,78.19555
1464,2,72.53085,78.2202
1465,2,72.5313812375415,78.21436680346595
1466,2,72.5322720636339,78.20458518362776
1467,2,72.5334,78.1922
1468,2,72.533833,78.191417
1469,2,72.534767,78.197017
1470,2,72.532,78.190433
1471,2,72.534467,78.198667
1472,2,72.534133,78.19105
1473,2,72.5354,78.2024
1474,2,72.512417,77.8245
1475,2,72.494033,77.74905
1476,2,72.518467,77.394633
1477,2,72.513433,77.387133
1478,2,72.481633,77.42135
1479,2,72.4777,77.427567
555,3,51.836933,6.1041
556,3,51.833567,6.1038
557,3,51.8369,6.103783
558,3,51.86665,6.088533
559,3,51.866783,6.0887
560,3,51.880033,6.04215
561,3,51.880817,6.08415
562,3,51.86595,6.088233
563,3,51.87665,6.0137
564,3,51.8696,6.0285
565,3,51.87145,6.015667
566,3,51.8716,6.014867
567,3,51.860217,5.960683
568,3,51.876767,6.013733
569,3,52.290033,13.40275
570,3,52.199783,17.834783
571,3,52.199683,17.83385
572,3,52.212067,17.793033
573,3,52.212317,17.7968
574,3,52.190333,17.817783
575,3,52.19965,17.83455
576,3,52.9304,23.85365
577,3,54.47375,23.633917
578,3,54.4315,23.629317
579,3,54.402767,23.675217
580,3,54.4761,23.6411
581,3,54.43175,23.622833
582,3,54.40735,23.673633
583,3,54.473633,23.640133
584,3,54.432217,23.657483
585,3,54.412383,23.623417
586,3,54.415083,23.699467
587,3,54.466683,23.638967
588,3,54.44165,23.63175
589,3,54.44005,23.6231
590,3,54.442967,23.622133
591,3,54.440417,23.6201
592,3,54.475883,23.628567
593,3,54.429467,23.629267
594,3,54.427583,23.630467
595,3,54.469417,23.630333
596,3,54.467417,23.623683
597,3,54.476783,23.620367
598,3,54.429317,23.629617
599,3,54.429717,23.62685
600,3,54.429933,23.634233
601,3,54.4286,23.62465
602,3,54.427067,23.623933
603,3,54.428483,23.624167
604,3,54.475517,23.639367
605,3,54.4762,23.637983
606,3,54.468883,23.64075
607,3,54.435717,23.654367
608,3,54.474617,23.622217
609,3,54.4457,23.63525
610,3,54.437183,23.630717
611,3,54.448167,23.627683
612,3,54.447683,23.629683
613,3,54.438167,23.633833
614,3,54.445633,23.644483
615,3,54.46795,23.640067
616,3,54.440467,23.62065
617,3,58.366883,31.68395
618,3,61.762867,40.910083
619,3,61.695767,40.879033
620,3,61.695917,40.879433
621,3,61.882483,40.897383
622,3,61.801067,40.807867
623,3,61.90975,40.835817
624,3,61.920533,40.823117
625,3,61.923717,40.811883
626,3,61.918167,40.774883
627,3,61.912883,40.781533
628,3,61.951283,40.782983
629,3,66.65825,44.745583
630,3,66.739683,44.9602
631,3,66.733117,44.9596
632,3,66.736433,44.991517
633,3,66.754417,45.1204
634,3,66.752583,45.1271
635,3,66.750867,45.127767
636,3,66.92515,45.5647
637,3,66.959067,45.54035
638,3,66.96595,45.499117
639,3,66.97145,45.5098
640,3,66.948217,45.506767
641,3,66.960083,45.525483
642,3,66.9649,45.53055
643,3,66.964083,45.537367
644,3,66.969833,45.5349
645,3,68.5437,48.40415
646,3,69.129217,48.7692
647,3,69.129167,48.768633
648,3,69.12395,48.777033
649,3,69.128367,48.768967
650,3,69.12475,48.781833
651,3,69.125433,48.759333
652,3,69.118283,48.7707
653,3,69.12465,48.759533
654,3,69.123617,48.77945
655,3,69.121967,48.77805
656,3,69.125417,48.7644
657,3,69.12475,48.755317
658,3,69.124317,48.756617
659,3,69.124533,48.760617
660,3,69.124767,48.76325
661,3,69.124783,48.7602
662,3,69.125033,48.762867
663,3,69.125017,48.751433
664,3,69.122683,48.755583
665,3,69.12555,48.753383
666,3,69.12335,48.7523
667,3,69.123717,48.753267
668,3,69.123483,48.7517
669,3,69.1225,48.758583
670,3,69.12375,48.76265
671,3,69.122733,48.75545
672,3,69.12165,48.7579
673,3,69.12173100641483,48.756788321967214
674,3,69.12183657611241,48.75533955381733
675,3,69.12195,48.753783
676,3,69.12285,48.759967
677,3,69.121917,48.7547
678,3,69.120817,48.7507
679,3,69.1228,48.7588
680,3,69.126017,48.76575
681,3,69.1225,48.75705
682,3,69.143817,48.7873
683,3,69.1737,48.85215
684,3,68.625267,53.650717
685,3,68.622,53.6193
686,3,68.623467,53.620133
687,3,68.637,53.686367
688,3,70.98055,69.8987
689,3,72.956367,86.767483
690,3,73.498033,88.431233
691,3,73.526433,88.061567
692,3,73.5403,88.0138
693,3,73.540317,88.003733
694,3,73.53865801096296,88.00442274459259
695,3,73.52825,88.00875
696,3,73.528567,87.996367
697,3,73.531417,87.999867
698,3,73.529067,87.998517
699,3,73.53035,88.003383
700,3,73.527583,88.0072
701,3,73.530117,88.005567
702,3,73.5288,88.010433
703,3,73.530467,88.0043
704,3,73.530817,88.000633
705,3,73.529967,88.003067
706,3,73.5293,87.99785
707,3,73.530083,88.006417
708,3,73.528617,88.010733
709,3,73.528517,87.997467
710,3,73.52795,88.002683
711,3,73.527933,88.001583
712,3,73.52782361249254,88.00385826015527
713,3,73.527683,88.006783
714,3,73.530867,87.997933
715,3,73.528617,88.011067
716,3,73.528217,88.001017
717,3,73.531217,87.996767
718,3,73.53135,87.997683
719,3,73.53073132857845,87.99848436891936
720,3,73.52997207158545,87.99946783919908
721,3,73.52921281459244,88.0004513094788
722,3,73.528133,88.00185
723,3,73.529783,88.006917
724,3,73.538917,88.002583
725,3,73.53005,88.022817
726,3,73.53277497199102,88.02706725759522
727,3,73.53785,88.034983
728,3,73.540033,88.008083
729,3,73.550133,87.95755
730,3,73.54799577880345,87.95530525974941
731,3,73.5425,87.949533
732,3,73.54071921579714,87.97856203013419
733,3,73.537667,88.028317
734,3,73.52983466416786,87.95029491073814
735,3,73.51795582313613,87.8319634174046
736,3,73.50205,87.673517
737,3,71.4541,75.3123
738,3,71.0347173141254,73.02184452206039
739,3,69.964733,67.178133
2405,4,53.163317,8.3082
2406,4,53.221483,8.36485
2407,4,53.164267,8.309783
2408,4,53.16505,8.30605
2409,4,53.161767,8.309
2410,4,53.1436,8.304067
2411,4,53.142367,8.316
2412,4,53.142367,8.317733
2413,4,53.142767,8.30695
2414,4,53.1421,8.306867
2415,4,53.142167,8.306883
2416,4,53.161783,8.309017
2417,4,53.164217,8.3095
2418,4,53.164133,8.309367
2419,4,53.142333,8.307767
2420,4,53.1643,8.30935
2421,4,53.165217,8.306683
2422,4,53.165067,8.306483
2423,4,53.161217,8.318233
2424,4,53.54985,15.728067
2425,4,53.492983,22.693267
2426,4,53.1285,24.8484
2427,4,53.119283,24.866933
2428,4,53.1184,24.868217
2429,4,53.138117,24.826133
2430,4,53.1282,24.842183
2431,4,53.121917,24.843
2432,4,53.130633,24.840717
2433,4,53.1137,24.85725
2434,4,53.2466,24.787567
2435,4,53.239883,24.78755
2436,4,53.23785,24.788883
2437,4,53.121017,24.851283
2438,4,53.130233,24.8395
2439,4,53.120883,24.855183
2440,4,53.11825,24.854017
2441,4,53.116733,24.8512
2442,4,53.111283,24.868417
2443,4,58.3969,25.478467
2444,4,59.334933,25.951017
2445,4,59.428067,26.442933
2446,4,59.38515,26.390167
2447,4,59.381067,26.395067
2448,4,59.403033,26.519517
2449,4,59.428067,26.5196
2450,4,59.4193,26.51935
2451,4,59.41675,26.477617
2452,4,59.427767,26.520217
2453,4,59.42975,26.520167
2454,4,59.4271,26.51975
2455,4,59.47855,26.51835
2456,4,59.432783,26.444467
2457,4,59.484033,26.47285
2458,4,59.431983,26.4461
2459,4,59.42225,26.531183
2460,4,59.434117,26.451283
2461,4,59.430433,26.421967
2462,4,59.428867,26.42915
2463,4,59.38565,26.380517
2464,4,59.391917,26.363183
2465,4,59.401,26.386717
2466,4,59.398733,26.354067
2467,4,59.328433,26.336733
2468,4,59.315617,26.308483
2469,4,59.25355,26.482383
2470,4,59.397817,26.3677
2471,4,59.478017,26.514483
2472,4,59.475267,26.535467
2473,4,59.473083,26.548533
2474,4,59.387167,26.566633
2475,4,59.4049,26.54645
2476,4,59.47805,26.514067
2477,4,60.528283,30.243633
2478,4,67.122983,44.929917
2479,4,67.101333,44.836217
2480,4,67.1012,44.835867
2481,4,67.100017,44.849233
2482,4,67.112883,44.8664
2483,4,67.104433,44.860767
2484,4,67.11125,44.854383
2485,4,67.111183,44.842583
2486,4,67.10715,44.8533
2487,4,67.10575,44.852783
2488,4,67.101683,44.84455
2489,4,67.137383,44.8956
2490,4,67.162883,44.932433
2491,4,67.162433,44.931567
2492,4,67.162517,44.930983
2493,4,67.163517,44.932033
2494,4,68.992633,48.624667
2495,4,69.120767,48.775833
2496,4,69.120783,48.77235
2497,4,69.1207,48.775267
2498,4,69.120683,48.7747
2499,4,69.120767,48.77625
2500,4,69.120283,48.772667
2501,4,69.120467,48.7743
2502,4,69.120367,48.772533
2503,4,69.12045,48.772433
2504,4,69.120433,48.772883
2505,4,69.120033,48.772533
2506,4,69.120383,48.772633
2507,4,69.120383,48.7726
2508,4,69.12015,48.772583
2509,4,69.120333,48.7724
2510,4,69.120433,48.772717
2511,4,69.12045,48.772717
2512,4,69.120283,48.772433
2513,4,69.120233,48.7725
2514,4,69.12035,48.772567
2515,4,69.12025,48.772317
2516,4,69.12025,48.7726
2517,4,69.120333,48.772183
2518,4,69.120283,48.772317
2519,4,69.120183,48.772567
2520,4,69.120233,48.772633
2521,4,69.12025,48.772417
2522,4,69.120283,48.77245
2523,4,69.120267,48.772483
2524,4,69.12035,48.772567
2525,4,69.11975,48.7727
2526,4,69.12,48.773017
2527,4,69.120283,48.77255
2528,4,69.118733,48.7725
2529,4,69.120517,48.770633
2530,4,69.121883,48.765933
2531,4,69.12085,48.769817
2532,4,69.120583,48.773
2533,4,69.1207,48.77225
2534,4,69.121383,48.772317
2535,4,69.1298,48.766467
2536,4,69.12885,48.769483
2537,4,69.129733,48.76615
2538,4,69.127717,48.767833
2539,4,69.129483,48.770783
2540,4,69.129317,48.765
2541,4,69.129633,48.766417
2542,4,69.129583,48.766967
2543,4,69.12975,48.76935
2544,4,69.1298,48.768333
2545,4,69.13125,48.769183
2546,4,69.128817,48.769583
2547,4,69.129117,48.769
2548,4,69.126483,48.7662
2549,4,69.12515,48.7664
2550,4,69.128933,48.770483
2551,4,69.131483,48.77065
2552,4,69.125833,48.766517
2553,4,69.134733,48.76315
2554,4,69.128867,48.767633
2555,4,69.126217,48.764133
2556,4,69.135783,48.766383
2557,4,69.133733,48.76325
